__run_id,__done,algorithm,arena,map_resolution,linear_update,angular_update,repetition,avg_cpu,avg_mem,energy,rosbag_msg_size,mean_of_known_cells,amount_of_known_cells,amount_above_mean,proportion_occupied,enclosed_area_count,corner_count
run_213,DONE,cartographer,circular,0.05,1.0,0.0174,3,42.051520034742005,690675032.5940077,960466.3507708536,5884664,52.84888768312534,3686,1205,32.69126424308193,3,52
run_214,DONE,hector,point_to_point,0.05,0.2,0.9,4,27.03914284552218,780664443.8688357,807331.2820952084,3302784,42.405084745762714,3540,591,16.694915254237287,10,76
run_215,DONE,karto,point_to_point,0.05,1.0,0.9,4,27.34552473344921,650600717.6954732,808365.887567432,3261744,38.49162995594714,3405,516,15.15418502202643,1,38
run_216,DONE,hector,point_to_point,0.1,1.0,0.0174,4,27.929013340019736,783325124.3190184,808959.3805481676,3299000,73.75052410901468,954,277,29.035639412997906,2,36
run_217,DONE,cartographer,point_to_point,0.05,1.0,0.9,5,42.07740922124161,689300493.803295,830217.9659121769,5117728,120.35007299270073,3425,784,22.89051094890511,5,59
run_218,DONE,karto,point_to_point,0.1,1.0,0.9,2,30.407074275554105,650793010.7084386,806847.8263863764,3195952,63.071910112359554,890,221,24.831460674157306,1,24
run_219,DONE,cartographer,point_to_point,0.05,0.2,0.0174,4,48.89540344079137,689524414.7049713,813560.4432690266,4526864,49.34241245136187,3855,1054,27.341115434500647,1,44
run_220,DONE,cartographer,point_to_point,0.1,0.2,0.9,5,43.84445309359604,689022334.1810023,824330.2593034394,4963824,118.2171552660152,921,255,27.68729641693811,1,27
run_221,DONE,karto,point_to_point,0.05,1.0,0.0174,4,29.912778555690554,654686809.5508323,807447.8949216458,3197808,46.005102040816325,3528,639,18.112244897959183,2,28
run_222,DONE,gmapping,point_to_point,0.05,0.2,0.0174,3,45.402067907460854,659032309.3467844,823024.2342001,3036648,45.642280945757996,3595,646,17.969401947148818,7,36
run_223,DONE,cartographer,circular,0.1,1.0,0.0174,5,39.628819763246504,692468297.7777778,950920.1249285636,5907512,73.54375614552606,1017,441,43.36283185840708,2,34
run_224,DONE,cartographer,circular,0.05,1.0,0.0174,4,44.60482503696212,693723932.6906103,955978.8619265507,5889448,51.55355160932297,3604,1160,32.18645948945616,3,50
run_225,DONE,karto,point_to_point,0.1,1.0,0.9,3,29.164610303456055,653048051.8466616,803778.5172633424,3271096,67.42857142857143,889,236,26.546681664791898,1,43
run_226,DONE,karto,point_to_point,0.1,0.2,0.0174,4,27.941182640581946,656496091.6457528,804896.9867321406,3278768,70.87730727470141,921,257,27.90445168295331,1,59
run_227,DONE,karto,point_to_point,0.05,1.0,0.9,5,26.63947577122336,654145708.1141095,801870.2023592694,3277216,38.43961210696445,3403,515,15.13370555392301,2,25
run_228,DONE,karto,point_to_point,0.05,0.2,0.0174,4,28.0861338901812,656647785.1195098,809155.8766343506,3289752,46.49171901770417,3502,641,18.3038263849229,1,43
run_229,DONE,gmapping,circular,0.1,1.0,0.9,5,32.62325067409274,656370662.6189954,930034.9833204969,3808400,69.49938650306748,815,223,27.361963190184046,4,42
run_230,DONE,cartographer,circular,0.1,0.2,0.0174,4,42.941172989969495,694518152.5850282,952567.0781050527,5912816,75.8659793814433,1067,476,44.61105904404874,2,48
run_231,DONE,gmapping,point_to_point,0.1,0.2,0.9,2,30.48822175927244,655799879.0782652,816176.7315022211,3334672,65.64667393675028,917,237,25.84514721919302,1,30
run_232,DONE,karto,circular,0.05,1.0,0.9,5,27.71294199956479,654244544.5265733,927136.5195879927,3772568,39.22812920592194,2972,459,15.444145356662181,3,50
run_233,DONE,gmapping,point_to_point,0.1,1.0,0.9,5,29.989580694147712,656235295.943075,805870.4547999748,3287032,63.43075245365322,917,229,24.972737186477644,3,62
run_234,DONE,gmapping,point_to_point,0.1,0.2,0.9,3,32.0140091771686,655307871.4620478,815737.091782073,3340528,69.64516129032258,930,255,27.419354838709676,1,52
run_235,DONE,karto,circular,0.1,1.0,0.9,5,29.62895309261935,654103683.4200612,927924.0750894988,3771784,65.92366412213741,786,204,25.954198473282442,3,58
run_236,DONE,gmapping,circular,0.05,0.2,0.0174,5,42.77704558891681,662490148.4198122,974157.3914462408,4004848,50.43691733996271,3218,639,19.85705407085146,23,59
run_237,DONE,karto,point_to_point,0.05,1.0,0.0174,5,30.985213205605607,656515666.2972496,806581.7050243993,3286704,47.23736513344691,3522,655,18.597387847813742,1,68
run_238,DONE,hector,point_to_point,0.1,1.0,0.9,4,30.564256687928797,785203421.3211567,806330.0738177955,3300792,72.33112582781457,906,258,28.47682119205298,1,51
run_239,DONE,cartographer,circular,0.1,1.0,0.9,4,42.115379981829136,687810870.9761387,946865.3165584769,5921048,122.73258706467662,804,253,31.467661691542286,3,54
run_240,DONE,hector,point_to_point,0.05,0.2,0.0174,3,27.413383052246807,781689626.369381,803552.9430395403,3297408,49.96952064283735,3609,710,19.673039623164314,23,58
run_241,DONE,gmapping,circular,0.1,0.2,0.9,3,33.61049528889799,652176509.793585,940103.4554859005,3848744,73.00966183574879,828,238,28.743961352657006,3,48
run_242,DONE,gmapping,circular,0.1,1.0,0.0174,4,43.13357978180317,652834908.645498,971929.4586205699,4035744,71.25117370892019,852,239,28.051643192488264,5,60
run_243,DONE,hector,point_to_point,0.05,0.2,0.9,5,30.406359942730138,781666379.1654098,800797.2226829117,3292400,43.12654943787835,3469,589,16.97895647160565,10,48
run_244,DONE,hector,point_to_point,0.05,1.0,0.0174,4,30.490985678457513,773704737.4708886,807275.1431162179,3294224,49.439037725533076,3658,712,19.464188080918536,29,55
run_245,DONE,cartographer,circular,0.1,0.2,0.9,4,41.0027124483949,688042311.0401387,947959.5501368528,5912248,105.93582263710618,857,290,33.838973162193696,3,49
run_246,DONE,hector,point_to_point,0.05,1.0,0.0174,5,27.3003842842872,781323627.0163933,802275.324658125,3290616,49.547243003602105,3609,704,19.506788584095318,20,47
run_247,DONE,gmapping,point_to_point,0.05,0.2,0.0174,4,40.31700681997325,657188287.6291258,838802.8913716178,3480352,49.63621308308032,3623,708,19.54181617444107,7,36
run_248,DONE,karto,point_to_point,0.05,0.2,0.9,3,30.32630508536925,650158195.2194628,801823.2219084591,3262472,42.44367216912829,3453,577,16.710107153200116,2,54
run_249,DONE,gmapping,point_to_point,0.1,0.2,0.9,4,30.522450619787477,653261722.2049834,811717.4709843554,3339872,69.07258938244854,923,251,27.193932827735644,1,43
run_250,DONE,gmapping,point_to_point,0.05,0.2,0.9,5,31.0770542268018,659434756.2330196,814157.9678450484,3328656,42.83730158730159,3528,595,16.865079365079367,5,57
run_251,DONE,hector,circular,0.05,1.0,0.0174,4,29.751266228105234,780041665.423475,929545.0527188516,3805496,52.243360098826436,3238,666,20.56825200741198,19,58
run_252,DONE,cartographer,point_to_point,0.1,0.2,0.0174,5,42.486870001508656,689391148.7329006,821640.3759552314,5105592,73.435438265787,1061,416,39.20829406220547,1,39
run_253,DONE,cartographer,point_to_point,0.05,0.2,0.0174,5,43.38037088338769,689962710.5938907,822628.7623178187,5085552,49.119348054679286,3804,1033,27.155625657202943,1,45
run_254,DONE,karto,point_to_point,0.1,0.2,0.0174,5,32.08616480895243,653529872.4069176,805437.4407194648,3284520,73.67099567099567,924,268,29.004329004329005,1,50
run_255,DONE,gmapping,circular,0.05,1.0,0.0174,4,41.451783779283716,658766910.9774567,968592.5790829671,4020232,50.36139377119951,3243,643,19.82732038236201,28,66
run_256,DONE,karto,circular,0.05,0.2,0.0174,5,28.583803681155572,654855682.3888025,940533.269409404,3769824,49.382175705677135,3153,613,19.441801458928005,6,68
run_257,DONE,gmapping,circular,0.1,0.2,0.9,4,30.63727580943905,652963118.7774086,940703.2667866631,3839040,70.37098692033294,841,233,27.705112960760996,5,67
run_258,DONE,karto,circular,0.1,1.0,0.0174,3,29.893612365470585,654718305.6634362,935314.8086769015,3787632,77.3309265944645,831,253,30.445246690734056,3,38
run_259,DONE,gmapping,point_to_point,0.1,0.2,0.9,5,30.73514970826749,652152116.3264261,814826.9488081036,3335064,67.67853290183388,927,247,26.64509169363538,1,44
run_260,DONE,karto,circular,0.05,1.0,0.0174,5,28.410628860176587,654504347.5247259,935166.7287192278,3791680,50.199872286079184,3132,619,19.76372924648787,5,40
run_261,DONE,karto,circular,0.1,0.2,0.9,3,30.106041157607034,651333906.6377517,930213.1527065587,3776536,68.69975186104219,806,218,27.04714640198511,3,40
run_262,DONE,gmapping,point_to_point,0.1,1.0,0.0174,3,42.1387210238016,653146748.2618327,839548.0606472655,3478504,73.06485355648536,956,275,28.765690376569037,3,49
run_263,DONE,hector,point_to_point,0.1,0.2,0.9,3,27.35759613764234,777834892.1826153,808820.0024035459,3302904,66.90178571428571,896,236,26.339285714285715,1,40
run_264,DONE,hector,point_to_point,0.1,1.0,0.0174,5,30.57519061927815,785072514.27758,805932.0127113247,3294736,76.7784679089027,966,292,30.22774327122153,4,43
run_265,DONE,cartographer,point_to_point,0.05,0.2,0.9,4,42.95097292878681,688774682.8129675,825829.7547231574,5095264,110.85799828913602,3507,778,22.184203022526376,1,80
run_266,DONE,gmapping,circular,0.05,1.0,0.9,5,29.383348148836532,658391188.9454546,935772.041563737,3803520,41.198168737737085,3058,496,16.219751471550033,6,44
run_267,DONE,hector,circular,0.1,1.0,0.0174,3,30.62113194782417,782253054.2097902,932092.0005874898,3789136,70.19203747072599,854,236,27.634660421545664,3,39
run_268,DONE,hector,point_to_point,0.1,0.2,0.0174,3,27.5999228530978,780495999.0118374,811199.9148376219,3302536,69.73068893528183,958,263,27.45302713987474,4,79
run_269,DONE,gmapping,point_to_point,0.1,0.2,0.0174,5,42.02695583173241,653300681.564694,841210.3980491464,3484120,70.6295907660021,953,265,27.806925498426022,3,34
run_270,DONE,karto,point_to_point,0.1,1.0,0.9,4,26.414433323687557,650888730.0428609,805345.5339780906,3273528,68.40618101545253,906,244,26.93156732891832,1,59
run_271,DONE,karto,circular,0.05,0.2,0.9,5,31.78609468238995,651548374.7024668,927724.4441065134,3786520,42.05573770491803,3050,505,16.557377049180328,3,60
run_272,DONE,hector,point_to_point,0.05,0.2,0.0174,4,27.978472974375876,782120960.0,805542.7115443292,3287208,50.91097760786455,3662,734,20.043691971600218,20,57
run_273,DONE,cartographer,point_to_point,0.05,0.2,0.9,5,41.261161495615404,689298118.3423424,827897.6357787753,5108624,110.17310403157597,3547,792,22.32872850296025,1,64
run_274,DONE,gmapping,circular,0.1,1.0,0.0174,5,40.62026704649196,654076310.5519807,973614.2023739018,4036536,71.50294464075382,849,239,28.150765606595996,4,49
run_275,DONE,karto,point_to_point,0.05,0.2,0.9,4,26.753012433233767,651485124.9433572,806597.723492838,3269400,40.86086956521739,3450,555,16.08695652173913,2,45
run_276,DONE,cartographer,point_to_point,0.1,1.0,0.9,4,39.702895990563114,689353070.0429356,822725.5902554834,5120792,124.4391891891892,888,257,28.94144144144144,1,45
run_277,DONE,hector,point_to_point,0.1,0.2,0.9,4,27.739260075148678,781750252.004111,802941.0436356815,3289216,65.47555555555556,900,232,25.77777777777778,1,40
run_278,DONE,cartographer,circular,0.05,1.0,0.9,5,40.96988744110426,691036332.5193226,951278.521103896,5893064,119.71115271462958,3739,1625,43.460818400641884,23,193
run_279,DONE,karto,circular,0.1,1.0,0.0174,4,28.270100421544036,656408713.903233,930122.1068031451,3785144,77.13404507710557,843,256,30.36773428232503,3,47
run_280,DONE,karto,point_to_point,0.05,0.2,0.9,5,27.378259817677602,652478417.741273,804899.8965885077,3259784,42.08806488991889,3452,572,16.57010428736964,1,49
run_281,DONE,hector,circular,0.1,0.2,0.0174,4,27.333145990408163,785198752.1511133,930109.3956980968,3789256,74.38739573679332,1079,316,29.28637627432808,7,71
run_282,DONE,hector,circular,0.1,1.0,0.0174,4,30.59551516415853,788796450.2752134,929577.2357659277,3778536,70.65818181818182,1100,306,27.81818181818182,11,72
run_283,DONE,hector,point_to_point,0.05,1.0,0.9,5,28.150129310594107,785605924.2688729,804411.6359767384,3291296,41.95106321002039,3433,567,16.516166618118262,6,69
run_284,DONE,gmapping,circular,0.1,0.2,0.0174,4,42.834629597312706,657477393.5190094,970640.8650762136,4029696,73.9719298245614,855,249,29.122807017543863,5,42
run_285,DONE,gmapping,point_to_point,0.05,1.0,0.0174,4,38.98400202863541,661918894.9301034,833607.2404428044,3475976,49.850467289719624,3638,714,19.626168224299064,13,53
run_286,DONE,gmapping,point_to_point,0.05,1.0,0.9,5,30.065761178044525,660819487.2291133,807051.1459853924,3200200,37.83916690772346,3457,515,14.89730980619034,1,56
run_287,DONE,hector,point_to_point,0.1,0.2,0.9,5,28.600875421361014,778483423.0442842,805795.4900736396,3248352,69.22197802197802,910,248,27.252747252747252,1,50
run_288,DONE,karto,point_to_point,0.1,0.2,0.9,4,28.962411010253224,655158364.7121058,803878.1921309019,3228040,70.50928961748635,915,254,27.759562841530055,1,37
run_289,DONE,gmapping,circular,0.05,0.2,0.9,4,32.69722101643162,661677962.5584472,938743.1980028156,3788264,43.554358161648175,3155,541,17.147385103011093,21,91
run_290,DONE,karto,point_to_point,0.1,1.0,0.9,5,26.489660596439773,655345286.6670122,803792.7552467324,3266792,62.71604938271605,891,220,24.691358024691358,1,46
run_291,DONE,karto,circular,0.1,1.0,0.0174,5,28.643038321220153,658974216.1992882,933521.8949511664,3770632,77.68697729988052,837,256,30.58542413381123,3,42
run_292,DONE,karto,point_to_point,0.1,0.2,0.9,5,30.445454519876343,654013222.4450027,807504.9972572572,3247672,72.05869565217391,920,261,28.369565217391308,1,53
run_293,DONE,gmapping,circular,0.05,0.2,0.9,5,34.921805452063154,663089633.4095073,938092.0241873442,3796304,44.41971383147854,3145,550,17.488076311605724,15,57
run_294,DONE,hector,point_to_point,0.1,0.2,0.0174,4,27.28947238946667,784071876.3655082,806375.0832054091,3281888,79.85108583247157,967,304,31.437435367114787,4,37
run_295,DONE,karto,point_to_point,0.05,0.2,0.0174,5,31.039742926195746,656223367.2258066,810293.5332004252,3282304,45.134626354820305,3506,623,17.769537934968625,2,30
run_296,DONE,hector,point_to_point,0.1,0.2,0.0174,5,30.42580965742705,783009895.3512428,806830.5036367045,3294696,75.26910994764398,955,283,29.63350785340314,2,68
run_297,DONE,hector,circular,0.1,0.2,0.9,4,30.305412441713226,788752014.8057617,931719.5156512308,3803416,70.05253283302063,1066,294,27.5797373358349,3,94
run_298,DONE,gmapping,circular,0.1,0.2,0.0174,5,40.76573368967585,657333130.8882571,972488.4025982963,4030616,73.61053837342497,873,253,28.980526918671252,7,42
run_299,DONE,hector,circular,0.05,1.0,0.0174,5,28.372692683905253,786325200.2867384,928578.7759645795,3749576,51.41951219512195,3280,664,20.243902439024392,29,72
run_300,DONE,gmapping,circular,0.1,0.2,0.9,5,33.847079387824195,656955620.05338,944598.0517310195,3821840,67.87666263603386,827,221,26.723095525997582,4,54
run_301,DONE,karto,circular,0.1,0.2,0.9,4,29.95959549742653,655346291.1409101,931309.117905867,3774488,71.98762376237623,808,229,28.341584158415838,3,45
run_302,DONE,gmapping,point_to_point,0.1,1.0,0.0174,4,41.72915827074358,656579337.2903224,836974.8827175543,3440112,71.84110169491525,944,267,28.283898305084747,1,46
run_303,DONE,hector,point_to_point,0.05,0.2,0.0174,5,28.30975176838313,781688761.7588942,809371.8453272136,3284608,51.29048275862069,3625,732,20.193103448275863,12,50
run_304,DONE,cartographer,circular,0.1,0.2,0.0174,5,42.02523379910911,694571078.2679696,955986.931097396,5911320,77.51898734177215,1027,451,43.9143135345667,3,47
run_305,DONE,gmapping,circular,0.05,1.0,0.0174,5,43.3820456827556,664764611.2174102,974603.3228113124,4026664,48.609801488833746,3224,617,19.13771712158809,12,120
run_306,DONE,hector,circular,0.1,1.0,0.0174,5,28.3454889248742,794592809.4151112,934480.6810651644,3811144,80.10321100917432,872,275,31.536697247706424,6,55
run_307,DONE,gmapping,point_to_point,0.1,1.0,0.0174,5,39.15377836876012,658477322.1884131,841079.3726809601,3470992,67.46455026455027,945,251,26.560846560846564,4,32
run_308,DONE,cartographer,circular,0.05,0.2,0.0174,4,44.407013295326394,695824593.2329004,955033.7175080619,5896712,54.928896017107725,3741,1262,33.73429564287624,3,46
run_309,DONE,gmapping,point_to_point,0.05,1.0,0.0174,5,41.525909200179896,666940559.0569352,842244.4939397922,3484912,47.64689655172414,3625,680,18.758620689655174,8,67
run_310,DONE,hector,circular,0.1,0.2,0.9,5,28.28592810078021,788651842.6160375,933957.5980148531,3805272,60.566791510611736,801,191,23.845193508114857,3,69
run_311,DONE,karto,point_to_point,0.1,1.0,0.0174,5,27.685854504387837,657021951.4713475,810439.2441524309,3273712,69.29782608695652,920,251,27.282608695652172,1,38
run_312,DONE,gmapping,point_to_point,0.05,0.2,0.0174,5,40.66999243656735,666552381.4038801,845928.0630475833,3486184,50.52164383561644,3650,726,19.89041095890411,6,90
run_313,DONE,cartographer,circular,0.05,1.0,0.0174,5,42.60335601844631,695445930.0939598,958945.0914857481,5902488,52.27525461051473,3633,1166,32.094687586017066,3,56
run_314,DONE,cartographer,circular,0.1,1.0,0.9,5,42.32128202814538,694139643.0673307,957700.2120034628,5922784,122.83706467661692,804,250,31.094527363184078,3,40
run_315,DONE,karto,circular,0.1,0.2,0.9,5,26.787575493924447,658209385.3747486,929881.4479654948,3779448,65.19440914866583,787,202,25.667090216010163,3,52
run_316,DONE,cartographer,circular,0.05,0.2,0.0174,5,43.735620289389594,696239632.9521749,960621.3983226016,5883072,53.46784260515604,3685,1209,32.808683853459975,3,43
run_317,DONE,hector,circular,0.1,0.2,0.0174,5,27.339192245676422,788382003.2454505,936113.3401398907,3803640,72.6936026936027,891,255,28.619528619528616,7,87
run_318,DONE,cartographer,circular,0.1,0.2,0.9,5,42.169224435444974,693615097.1200694,956718.046741342,5912200,104.9037304452467,831,272,32.731648616125156,3,52
run_319,DONE,cartographer,point_to_point,0.1,1.0,0.9,5,39.87882766924356,691240227.2152343,826721.3755536161,5122048,124.46725860155382,901,271,30.077691453940066,1,30
run_320,DONE,hector,point_to_point,0.1,1.0,0.9,5,27.1590101171259,784685686.9254963,810765.7844670875,3286448,71.17582417582418,910,255,28.021978021978022,1,60
